9999	LABEL:UYYbisXZ	Paragraph_ID	Book_Paragraph_ID	Paragraph_Reference	CollectedHitRankSummary	CollectedHits	TokensInParagraph	TotalUniquedScore	TotalUniquedScorePercentage	TotalHitCount	HitTypeTokenRatio	SummaryUnique_Hits_U	Unique_Hits_U	SummaryUnique_Hits_Y	Unique_Hits_Y	SummaryUnique_Hits_Ybis	Unique_Hits_Ybis	SummaryUnique_Hits_X	Unique_Hits_X	SummaryUnique_Hits_Z	Unique_Hits_Z	Paragraph_(lemmatized)	Paragraph_(tokenized)
4	NYNNN	P_000201	B_0000P_0201	I2103.12308v1.p.92	Y:1:1Y:3:1	-- interpretability[1] interpretable_model[1] -- -- --	147	2	1.36	2	100.00	n.a.	--	Y:1:1 Y:3:1	interpretability[1] interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:the high performance of uninterpretable model that appear to be leverage mainly confound information be a point of concern when incorporate model into clinical practice . though a radiologist may not choose to view an explanation for every prediction , interpretable model still provide value over uninterpretable model . because we know that ai system fail [ @ zech 2018 variable ] , we design a system that can alert a radiologist to faulty reasoning at the time the prediction be make instead of only after the consequence of misprediction have be realize . the global interpretability ( namely , the set of prototype ) allow the train model to be fine-tuned by domain expert through pruning of prototype that do not correspond to medically relevant feature . the explanation provide can also be use for debug a model and for retrospective analysis of model failure . 	TOK:The high performance of uninterpretable models that appear to be leveraging mainly confounding information is a point of concern when incorporating models into clinical practice . Though a radiologist may not choose to view an explanation for every prediction , interpretable models still provide value over uninterpretable models . Because we know that AI systems fail [ @ zech 2018 variable ] , we designed a system that can alert a radiologist to faulty reasoning at the time the prediction is made instead of only after the consequences of misprediction have been realized . The global interpretability ( namely , the set of prototypes ) allows the trained model to be fine-tuned by domain experts through pruning of prototypes that do not correspond to medically relevant features . The explanations provided can also be used for debugging a model and for retrospective analysis of model failures . 
3	NYNNN	P_000252	B_0000P_0252	I2103.12308v1.p.143	Y:3:1	-- interpretability[2] -- -- --	123	1	0.81	2	50.00	n.a.	--	Y:3:1	interpretability[2]	n.a.	--	n.a.	--	n.a.	--	LEM:this architecture provide both local interpretability by explain each prediction in term of the similarity between a give input image and the learn prototype , as in figure [ \ [ fig : iaia_expls \ ] ] ( # fig : iaia_expls ) { reference-type = " ref " reference = " fig : iaia_expls " } , and global interpretability in term of the cluster structure of the latent feature space ( where semantically similar convolutional feature patch be cluster around prototype represent the same semantic concept ) . the set of learn prototype be provide in appendix [ 12 ] ( # app : prototype_set ) { reference-type = " ref " reference = " app : prototype_set " } . 	TOK:This architecture provides both local interpretability by explaining each prediction in terms of the similarity between a given input image and the learned prototypes , as in Figure [ \ [ fig : IAIA_expls \ ] ] ( # fig : IAIA_expls ) { reference-type = " ref " reference = " fig : IAIA_expls " } , and global interpretability in terms of the clustering structure of the latent feature space ( where semantically similar convolutional feature patches are clustered around prototypes representing the same semantic concepts ) . The set of learned prototypes is provided in Appendix [ 12 ] ( # app : prototype_sets ) { reference-type = " ref " reference = " app : prototype_sets " } . 
3	NYNNN	P_000268	B_0000P_0268	I2106.01043v1.p.1	Y:3:1	-- interpretability[1] -- -- --	292	1	0.34	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:--- abstract : | in recent year , causal modelling have be use widely to improve generalization and to provide interpretability in machine learning model . to determine cause-effect relationship in the absence of a randomized trial , we can model causal system with counterfactual and intervention give enough domain knowledge . however , there be several case where domain knowledge be almost absent and the only recourse be use a statistical method to estimate causal relationship . while there have be several work do in estimate causal relationship in unstructured datum , we be yet to find a well-defined framework for estimate causal relationship in knowledge graphs ( kg ) . it be commonly use to provide a semantic framework for datum with complex inter-domain relationship . in this work , we define a hybrid approach that allow we to discover cause-effect relationship in kg . the propose approach be base around the finding of the instantaneous causal structure of a non-experimental matrix use a non-gaussian model , i.e ; find the causal ordering of the variable in a non-gaussian setting . the non-experimental matrix be a low-dimensional tensor projection obtain by decompose the adjacency tensor of a kg . we use two different pre-existe algorithm , one for the causal discovery and the other for decompose the kg and combine they to get the causal structure in a kg . author : - | rohan giriraj , sinnu susan thomas \ department of computer science and engineering \ digital university kerala ( iiitmk ) \ india 695317 \ ` rohan . mi 19 , sinnu.thomas@iiitmk.ac.in ` \ bibliography : - reference . bib title : ' causal discovery in knowledge graphs by exploit asymmetric properties of non-gaussian distributions ' --- 	TOK:--- abstract : | In recent years , causal modelling has been used widely to improve generalization and to provide interpretability in machine learning models . To determine cause-effect relationships in the absence of a randomized trial , we can model causal systems with counterfactuals and interventions given enough domain knowledge . However , there are several cases where domain knowledge is almost absent and the only recourse is using a statistical method to estimate causal relationships . While there have been several works done in estimating causal relationships in unstructured data , we are yet to find a well-defined framework for estimating causal relationships in Knowledge Graphs ( KG ) . It is commonly used to provide a semantic framework for data with complex inter-domain relationships . In this work , we define a hybrid approach that allows us to discover cause-effect relationships in KG . The proposed approach is based around the finding of the instantaneous causal structure of a non-experimental matrix using a non-Gaussian model , i.e ; finding the causal ordering of the variables in a non-Gaussian setting . The non-experimental matrix is a low-dimensional tensor projection obtained by decomposing the adjacency tensor of a KG . We use two different pre-existing algorithms , one for the causal discovery and the other for decomposing the KG and combining them to get the causal structure in a KG . author : - | Rohan Giriraj , Sinnu Susan Thomas \ Department of Computer Science and Engineering \ Digital University Kerala ( IIITMK ) \ India 695317 \ ` rohan . mi 19 , sinnu.thomas@iiitmk.ac.in ` \ bibliography : - references . bib title : ' Causal Discovery in Knowledge Graphs by Exploiting Asymmetric Properties of Non-Gaussian Distributions ' --- 
1	NYNNN	P_000270	B_0000P_0270	I2106.01043v1.p.3	Y:1:1	-- interpretable_model[1] -- -- --	334	1	0.30	1	100.00	n.a.	--	Y:1:1	interpretable_model[1]	n.a.	--	n.a.	--	n.a.	--	LEM:accord to pearl , causal inference be nothing more than a formalize approach to answer the simple question of " why " in statistic . most machine learning be base around the principle of correlation and usually operate under the assumption that the training and testing sample be $ i.i.d $ . i.e ; the training and testing sample belong to the same distribution . where machine learning fall short be in its ability to generalize from previous experience and transfer they to current problem . this be call * out-of-distribution * generalization [ @ schoelkopf 2019 ] . the implication of causal inference in machine learning have be huge , range from well , more interpretable model to helping solve adversarial vulnerability and enable robust generalization in common supervised learning task . there have be several know approach to define causality as a formal study of cause-effect relationship , the most prominent one be the neyman-rubin causal model ( c . 1923 ) which define the * fundamental problem of causal inference * \ [ insert reference here \ ] and a potential outcome ' framework as an alternative to randomized trial / experiment . pearl far extend the formal study of causality by define a structural causal model ( scm ) \ [ insert reference here pearl 2009 a . \ ] . the scm use a combination of structural equation and graphical causal diagram to represent causal relationship . the scm viewpoint be intuitive for machine learning which be base around the approximation of function . in the scm model , we have a set of observable $ x _ 1 , ... , x_n $ model as random variable associate with the vertex of direct acyclic graph . we assume each observable to be the result of a function which can be define as : $ $ \ label{scm} x_i : = f_i ( pa_i , u_i ) , ( i = 1 , ... , n ) $ $ 	TOK:According to Pearl , causal inference is nothing more than a formalized approach to answer the simple question of " Why " in statistics . Most machine learning is based around the principle of correlation and usually operates under the assumption that the training and testing samples are $ i.i.d $ . i.e ; the training and testing samples belong to the same distribution . Where machine learning falls short is in its ability to generalize from previous experiences and transfer them to current problems . This is called * out-of-distribution * generalization [ @ Schoelkopf 2019 ] . The implications of causal inference in machine learning have been huge , ranging from better , more interpretable models to helping solve adversarial vulnerability and enabling robust generalization in common supervised learning tasks . There have been several known approaches to define causality as a formal study of cause-effect relationships , the most prominent one being the Neyman-Rubin causal model ( c . 1923 ) which defines the * fundamental problem of causal inference * \ [ insert reference here \ ] and a potential outcomes ' framework as an alternative to randomized trials / experiments . Pearl further extended the formal study of causality by defining a structural causal model ( SCM ) \ [ insert reference here Pearl 2009 a . \ ] . The SCM uses a combination of structural equations and graphical causal diagrams to represent causal relationships . The SCM viewpoint is intuitive for machine learning which is based around the approximation of functions . In the SCM model , we have a set of observables $ X _ 1 , ... , X_n $ modelled as random variables associated with the vertices of directed acyclic graphs . We assume each observable to be the result of a function which can be defined as : $ $ \ label{scm} X_i : = f_i ( PA_i , U_i ) , ( i = 1 , ... , n ) $ $ 
1	NNNYN	P_000276	B_0000P_0276	I2106.01043v1.p.9	X:1:1	-- -- -- explainable[1] --	133	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:1:1	explainable[1]	n.a.	--	LEM:the implication of causal discovery in the context of kg be huge , allow well path discovery for explainable reasoning and querying . in this work , we define a hybrid theoretical approach to attempt solve the problem of causal discovery in kg . the contribution of this work be threefold . at first , we use tucker [ @ balazevic 2019 ] , a method for embed a kg after decompose its adjacency tensor into a core tensor and constituent matrix . secondly , we take the decompose tensor , and we project they into a matrix , * * q * * . finally , the project matrix be then pass to the directlingam [ @ shimizu 2011 ] algorithm that find the causal ordering from the give datum matrix . 	TOK:The implications of causal discovery in the context of KG are huge , allowing better path discovery for explainable reasoning and querying . In this work , we define a hybrid theoretical approach to attempt solving the problem of causal discovery in KG . The contributions of this work are threefold . At first , we use TuckER [ @ Balazevic 2019 ] , a method for embedding a KG after decomposing its adjacency tensors into a core tensor and constituent matrices . Secondly , we take the decomposed tensor , and we project them into a matrix , * * Q * * . Finally , the projected matrix is then passed to the DirectLiNGAM [ @ Shimizu 2011 ] algorithm that finds the causal ordering from the given data matrix . 
3	NYNNN	P_000350	B_0000P_0350	I2202.02830v3.p.1	Y:3:1	-- interpretability[1] -- -- --	319	1	0.31	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:--- abstract : | interactive * recommender system * have emerge as a promising paradigm to overcome the limitation of the primitive user feedback use by traditional recommender system ( e.g. , click , item consumption , rating ) . they allow user to express intent , preference , constraint , and context in a rich fashion , often use natural language ( include faceted search and dialogue ) . yet more research be need to find the most effective way to use this feedback . one challenge be * infer a user 's semantic intent * from the open-ended term or attribute often use to describe a desire item , and use it to refine recommendation result . leveraging * concept activation vector ( cavs ) * [ @ kimtcav : icml 18 ] , a recently develop approach for model interpretability in machine learning , we develop a framework to learn a representation that capture the semantic of such attribute and connect they to user preference and behavior in recommender system . one novel feature of our approach be its ability to distinguish objective and * subjective * attribute ( both subjectivity of * degree * and of * sense * ) , and associate * different sense * of subjective attribute with different user . we demonstrate on both synthetic and real-world datum set that our cav representation not only accurately interpret user ' subjective semantic , but can also be use to improve recommendation through * interactive item critiquing * . author : - christina göpfert - alex haig - ' chih-wei hsu ' - yinlam chow - ivan vendrov - tyler lu - deepak ramachandran - hubert pham - mohammad ghavamzadeh - craig boutilier bibliography : - long . bib - standard . bib - tcav . bib title : discover personalized semantic for soft attributes in recommender systems use concept activation vector --- 	TOK:--- abstract : | Interactive * recommender systems * have emerged as a promising paradigm to overcome the limitations of the primitive user feedback used by traditional recommender systems ( e.g. , clicks , item consumption , ratings ) . They allow users to express intent , preferences , constraints , and contexts in a richer fashion , often using natural language ( including faceted search and dialogue ) . Yet more research is needed to find the most effective ways to use this feedback . One challenge is * inferring a user 's semantic intent * from the open-ended terms or attributes often used to describe a desired item , and using it to refine recommendation results . Leveraging * concept activation vectors ( CAVs ) * [ @ kimTCAV : icml 18 ] , a recently developed approach for model interpretability in machine learning , we develop a framework to learn a representation that captures the semantics of such attributes and connects them to user preferences and behaviors in recommender systems . One novel feature of our approach is its ability to distinguish objective and * subjective * attributes ( both subjectivity of * degree * and of * sense * ) , and associate * different senses * of subjective attributes with different users . We demonstrate on both synthetic and real-world data sets that our CAV representation not only accurately interprets users ' subjective semantics , but can also be used to improve recommendations through * interactive item critiquing * . author : - Christina Göpfert - Alex Haig - ' Chih-wei Hsu ' - Yinlam Chow - Ivan Vendrov - Tyler Lu - Deepak Ramachandran - Hubert Pham - Mohammad Ghavamzadeh - Craig Boutilier bibliography : - long . bib - standard . bib - tcav . bib title : Discovering Personalized Semantics for Soft Attributes in Recommender Systems using Concept Activation Vectors --- 
3	NYNNN	P_000359	B_0000P_0359	I2202.02830v3.p.10	Y:3:1	-- interpretability[1] -- -- --	258	1	0.39	1	100.00	n.a.	--	Y:3:1	interpretability[1]	n.a.	--	n.a.	--	n.a.	--	LEM:at a high-level , our approach work as follow . we assume we be give : ( i ) a collaborative filtering-style model ( e.g. , probabilistic matrix factorization or dual encoder ) which embed item and user in a latent space base on user-item rating ; and ( ii ) a ( small ) set of * tag * ( i.e. , soft attribute label ) provide by a * subset of user * for a * subset of item * . we develop method that associate with each item the degree to which it exhibit a soft attribute , thus determine that attribute 's semantic . we do this by apply * concept activation vector ( cavs ) * [ @ kimtcav : icml 18 ] --- a recent method develop for interpretability of machine-learned model --- to the collaborative filter model to detect whether it * learn a representation of the attribute * . the projection of this cav in embed space provide a ( local ) * directional semantic * for the attribute that can then be apply to item ( and user ) . moreover , the technique can be use to identify the * subjective nature * of an attribute , specifically , whether different user have different meaning ( or tag * sense * ) in mind when use that tag . such a * personalized semantic * for subjective attribute can be vital to the sound interpretation of a user 's true intent when try to assess her preference . 	TOK:At a high-level , our approach works as follows . we assume we are given : ( i ) a collaborative filtering-style model ( e.g. , probabilistic matrix factorization or dual encoder ) which embeds items and users in a latent space based on user-item ratings ; and ( ii ) a ( small ) set of * tags * ( i.e. , soft attribute labels ) provided by a * subset of users * for a * subset of items * . We develop methods that associate with each item the degree to which it exhibits a soft attribute , thus determining that attribute 's semantics . We do this by applying * concept activation vectors ( CAVs ) * [ @ kimTCAV : icml 18 ] --- a recent method developed for interpretability of machine-learned models --- to the collaborative filtering model to detect whether it * learned a representation of the attribute * . The projection of this CAV in embedding space provides a ( local ) * directional semantics * for the attribute that can then be applied to items ( and users ) . Moreover , the technique can be used to identify the * subjective nature * of an attribute , specifically , whether different users have different meanings ( or tag * senses * ) in mind when using that tag . Such a * personalized semantics * for subjective attributes can be vital to the sound interpretation of a user 's true intent when trying to assess her preferences . 
4	NNNYN	P_000595	B_0000P_0595	I2303.01378v1.p.1	X:1:1X:3:1	-- -- -- explainability[1] explainable[1] --	211	0	0.00	2	0.00	n.a.	--	n.a.	--	n.a.	--	X:1:1 X:3:1	explainability[1] explainable[1]	n.a.	--	LEM:--- abstract : | the recent effort in automation of machine learning or datum science have achieve success in various task such as hyper-parameter optimization or model selection . however , key area such as utilize domain knowledge and datum semantic be area where we have see little automation . datum scientist have long leverage common sense reasoning and domain knowledge to understand and enrich datum for build predictive model . in this paper we discuss important shortcoming of current datum science and machine learning solution . we then envision how leverage * semantic * understanding and reasoning on datum in combination with novel tool for data science automation can help with consistent and explainable datum augmentation and transformation . additionally , we discuss how semantic can assist datum scientist in a new manner by help with challenge relate to trust , bias , and explainability in machine learning . semantic annotation can also help well explore and organize large datum source . author : - ' udayan khurana $ ^ 1 $ , kavitha srinivas $ ^ 1 $ , sainyam galhotra $ ^ 2 $ , horst samulowitz $ ^ 1 $ ' bibliography : - main . bib title : a vision for semantically enrich data science --- 	TOK:--- abstract : | The recent efforts in automation of machine learning or data science has achieved success in various tasks such as hyper-parameter optimization or model selection . However , key areas such as utilizing domain knowledge and data semantics are areas where we have seen little automation . Data Scientists have long leveraged common sense reasoning and domain knowledge to understand and enrich data for building predictive models . In this paper we discuss important shortcomings of current data science and machine learning solutions . We then envision how leveraging * semantic * understanding and reasoning on data in combination with novel tools for data science automation can help with consistent and explainable data augmentation and transformation . Additionally , we discuss how semantics can assist data scientists in a new manner by helping with challenges related to trust , bias , and explainability in machine learning . Semantic annotation can also help better explore and organize large data sources . author : - ' Udayan Khurana $ ^ 1 $ , Kavitha Srinivas $ ^ 1 $ , Sainyam Galhotra $ ^ 2 $ , Horst Samulowitz $ ^ 1 $ ' bibliography : - main . bib title : A Vision for Semantically Enriched Data Science --- 
3	NNNYN	P_000602	B_0000P_0602	I2303.01378v1.p.8	X:3:1	-- -- -- explainability[1] --	174	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:3:1	explainability[1]	n.a.	--	LEM:in addition to data preparation , other aspect of machine learning ( ml ) and datum science be also dependent on semantic interpretation of datum and model . for example , model explainability be base in part on interpretation of concept in the datum and the meaning of operation perform on they . in order to ensure fairness through de-biasing , we require recognition of traditional point of bias [ @ mehrabi 2021 survey ] and ensure the same be not repeat in the future . to automate this process , semantic concept recognition and an understanding of the causal dependency between identify concept would be central to a trustworthy system that identify and remove it . similarly , enforce business rule through symbolic-ai [ ^ 5 ] and semantic enhance the case for semantically-driven automate datum science . in addition , initial work have target understanding hyper-parameter and extraction of constraint in apply they [ @ hpodoc ] , as well as use of semantic for datum cleansing [ @ 6982731 ] . 	TOK:In addition to data preparation , other aspects of machine learning ( ML ) and data science are also dependent on semantic interpretation of data and models . For example , model explainability is based in part on interpretation of concepts in the data and the meaning of operations performed on them . In order to ensure fairness through de-biasing , we require recognition of traditional points of bias [ @ mehrabi 2021 survey ] and ensuring the same are not repeated in the future . To automate this process , semantic concept recognition and an understanding of the causal dependencies between identified concepts would be central to a trustworthy system that identifies and removes it . Similarly , enforcing business rules through symbolic-AI [ ^ 5 ] and semantics enhances the case for semantically-driven automated data science . In addition , initial work has targeted understanding hyper-parameters and extraction of constraints in applying them [ @ hpodoc ] , as well as use of semantics for data cleansing [ @ 6982731 ] . 
3	NNNYN	P_000606	B_0000P_0606	I2303.01378v1.p.12	X:3:1	-- -- -- explainability[1] --	229	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:3:1	explainability[1]	n.a.	--	LEM:[ \ [ data_section \ ] ] { # data_section label = " data_section " } the foremost step in data science be the need to understand datum . understand table , as show in figure [ 2 ] ( # fig : overview ) { reference-type = " ref " reference = " fig : overview " } , in turn help guide the use of semantic in feature generation , as well as choose model appropriate for the domain . explainability in model be enhance by a knowledge of causal relation between key variable in the domain . the figure illustrate how semantic can greatly enhance each component in datum science workflow . rcent research have demonstrate progess in understand the semantic of datum , which be a crucial first step for semantic datum science . broadly , the research in this area can be categorize into : ( a ) table understanding -- which be to map cell value , column , and indeed entire table into a well define set of concept draw from ontology or knowledge graph ; ( b ) inter-table datum discovery -- which discover for instance , other table that can be join or unioned base on a large index of table ; ( c ) understand semantic in code , text or other form or less structured datum source . 	TOK:[ \ [ data_section \ ] ] { # data_section label = " data_section " } The foremost step in data science is the need to understand data . Understanding tables , as shown in Figure [ 2 ] ( # fig : overview ) { reference-type = " ref " reference = " fig : overview " } , in turn helps guide the use of semantics in feature generation , as well as choose models appropriate for the domain . Explainability in models is enhanced by a knowledge of causal relations between key variables in the domain . The figure illustrates how semantics can greatly enhance each component in data science workflows . Rcent research has demonstrated progess in understanding the semantics of data , which is a crucial first step for semantic data science . Broadly , the research in this area can be categorized into : ( a ) table understanding -- which is to map cell values , columns , and indeed entire tables into a well defined set of concepts drawn from ontologies or knowledge graphs ; ( b ) inter-table data discovery -- which discovers for instance , other tables that can be joined or unioned based on a larger index of tables ; ( c ) Understanding semantics in code , text or other forms or less structured data sources . 
3	NNNYN	P_000608	B_0000P_0608	I2303.01378v1.p.14	X:3:1	-- -- -- explainability[1] --	79	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:3:1	explainability[1]	n.a.	--	LEM:table understanding help with explainability , trust , bias and feature engineering aspect of data science because it help pick more suitable feature overall to build model . table understanding can also guide search for relevant datum , include table that make sense to join or union . here we cover a sample of the literature on table understanding to show that while challenging , it be possible to an extent that be useful for semantic datum science . 	TOK:Table understanding helps with explainability , trust , bias and feature engineering aspects of data science because it helps pick more suitable features overall to build models . Table understanding can also guide search for relevant data , including tables that make sense to join or union . Here we cover a sample of the literature on table understanding to show that while challenging , it is possible to an extent that is useful for semantic data science . 
3	NNNYN	P_000640	B_0000P_0640	I2303.01378v1.p.46	X:3:1	-- -- -- explainability[1] --	221	0	0.00	1	0.00	n.a.	--	n.a.	--	n.a.	--	X:3:1	explainability[1]	n.a.	--	LEM:much of current ml ( include deep learning ) be operationally devoid of semantic . there be no explicit notion ( e.g. , as part of the input ) of what a feature , value , state , object or label actually ' mean ' . as a result , semantic be not utilize explicitly to build , tune or deploy model . this include even the powerful foundational model for language ( e.g. , gpt 3 [ @ gpt 3 ] ) , speech , image ( e.g. , imagenet [ @ imagenet ] ) , or video recognition , that display impressive performance on specific task . while such model be indeed able to generate effective response which might seem semantically aware on occasion , the underlie model have virtually no intrinsic understanding of semantic . these ml model be neither provide with , nor infer semantic of the input datum . the model be mostly base on statistical and mathematical property of datum . while a data-driven way of derive insight be desire , the meaning of datum itself beyond statistical understanding have be neglect and the result issue be well know range from bias and explainability [ ^ 11 ] , spurious correlation [ ^ 12 ] , inappropriate / meaningless response [ ^ 13 ] . 	TOK:Much of current ML ( including Deep Learning ) is operationally devoid of semantics . There is no explicit notion ( e.g. , as part of the input ) of what a feature , value , state , object or label actually ' means ' . As a result , semantics are not utilized explicitly to build , tune or deploy models . This includes even the powerful foundational models for language ( e.g. , GPT 3 [ @ gpt 3 ] ) , speech , images ( e.g. , Imagenet [ @ imagenet ] ) , or video recognition , that display impressive performance on specific tasks . While such models are indeed able to generate effective responses which might seem semantically aware on occasions , the underlying models have virtually no intrinsic understanding of semantics . These ML models are neither provided with , nor infer semantics of the input data . The models are mostly based on statistical and mathematical properties of data . While a data-driven way of deriving insights is desired , the meaning of data itself beyond statistical understanding has been neglected and the resulting issues are well known ranging from bias and explainability [ ^ 11 ] , spurious correlations [ ^ 12 ] , inappropriate / meaningless responses [ ^ 13 ] . 
4	NNNYN	P_000648	B_0000P_0648	I2303.01378v1.p.54	X:1:1X:3:1	-- -- -- explainability[1] explainable[1] --	111	0	0.00	2	0.00	n.a.	--	n.a.	--	n.a.	--	X:1:1 X:3:1	explainability[1] explainable[1]	n.a.	--	LEM:the use of machine learn technique to make high-stakes decision have raise the importance of trust , which be generally capture in term of fairness , explainability , robustness , among other . most of the prior technique study societal impact of machine learn by explore correlation between dataset attribute without understand their true meaning . consequently , fairness-aware learning technique be brittle to noise in dataset and do not generalize to real-world setting where dataset may suffer from selection bias , and may even contain spurious correlation . explainable ai technique generate explanation that be not semantically coherent [ @ ustun 2019 actionable ] and be difficult to comprehend . 	TOK:The use of machine learning techniques to make high-stakes decisions has raised the importance of trust , which is generally captured in terms of fairness , explainability , robustness , among others . Most of the prior techniques study societal impact of Machine learning by exploring correlation between dataset attributes without understanding their true meaning . Consequently , fairness-aware learning techniques are brittle to noise in datasets and do not generalize to real-world settings where datasets may suffer from selection bias , and may even contain spurious correlations . Explainable AI techniques generate explanations that are not semantically coherent [ @ ustun 2019 actionable ] and are difficult to comprehend . 
